",",JJS,#,VB,RBR,PRP$,LS,NN,VBP,MD,VBG,EX,VBZ,RBS,JJ,.,JJR,NNPS,VBD,NNS,$,RP,``,IN,DT,TO,'',:,CC,VBN,PRP,WP,WDT,FW,NNP,UH,WRB,CD,PDT,SYM,POS,RB,label
3,0,0,5,0,3,0,22,1,3,2,0,0,0,8,7,0,0,12,3,0,1,0,22,16,1,0,0,4,2,12,1,2,0,7,0,1,1,0,0,0,9,1
0,2,0,1,0,1,0,19,5,0,1,0,4,0,9,7,0,0,2,6,0,0,0,15,13,1,0,0,3,2,7,0,0,0,2,0,0,4,0,0,0,5,0
0,0,0,2,0,1,0,11,0,1,0,0,3,0,6,5,0,0,6,1,0,0,0,8,8,2,0,1,3,0,6,0,0,0,3,0,1,0,0,0,0,6,0
7,1,0,7,0,1,0,26,3,1,5,1,3,0,19,8,0,0,14,13,0,1,0,19,17,4,0,0,11,3,7,0,0,0,4,0,1,2,0,0,0,20,0
0,0,0,3,0,1,0,13,1,0,0,0,1,0,8,4,0,0,5,3,0,0,0,6,11,1,0,0,3,0,3,0,0,0,1,0,0,2,1,0,0,2,1
8,2,0,15,0,1,0,33,3,7,4,1,1,0,12,21,0,0,21,10,0,2,0,25,33,6,1,0,13,8,17,0,1,0,4,0,2,6,1,0,0,20,1
6,0,0,3,0,4,0,14,0,1,2,1,0,0,10,9,0,0,18,2,0,0,0,7,7,1,0,0,7,3,18,0,0,0,3,0,2,1,0,0,0,13,0
0,1,0,3,0,0,0,14,5,0,1,1,4,0,3,5,4,0,0,3,0,1,0,6,12,1,0,0,4,1,4,0,0,0,2,0,1,0,0,0,0,4,0
10,0,0,2,1,1,0,16,5,1,1,0,3,0,11,6,3,0,6,8,0,0,0,15,18,5,0,0,9,3,7,0,0,0,26,0,0,1,2,0,0,14,1
4,0,0,9,0,0,0,52,3,6,4,3,2,0,16,18,1,0,19,8,0,0,0,19,41,4,1,4,12,6,9,1,0,2,1,0,2,3,0,0,1,18,1
4,0,0,7,0,5,0,15,2,2,0,1,0,0,10,8,0,0,16,6,0,1,0,9,13,6,0,0,7,4,10,0,1,0,2,0,2,0,0,0,0,9,0
5,0,0,4,0,3,0,28,1,4,3,1,2,0,6,7,1,0,7,8,0,2,0,17,15,1,0,2,2,2,6,0,1,0,6,0,0,1,0,0,0,9,1
1,0,0,7,0,3,0,14,1,1,1,0,1,0,8,9,0,0,9,4,0,0,0,12,10,5,0,0,3,1,12,2,0,0,5,0,1,1,0,0,0,10,0
3,0,2,5,0,4,0,32,0,2,2,3,3,0,12,17,1,0,20,6,1,2,0,21,24,3,1,1,6,3,15,0,0,0,2,0,0,3,0,0,0,7,1
3,0,0,3,0,0,0,16,1,1,0,0,3,0,12,9,0,0,8,2,2,0,0,10,17,2,0,0,6,1,6,0,0,2,8,0,0,4,0,0,0,4,1
2,0,0,3,2,2,0,11,0,1,1,0,0,0,8,4,1,0,9,9,0,0,0,4,11,3,0,2,4,1,5,1,0,0,2,0,0,2,0,0,1,8,1
14,0,0,13,0,8,0,41,7,4,7,0,4,0,11,15,1,0,20,6,0,2,0,28,25,13,1,2,7,3,34,1,0,0,4,0,3,0,0,0,2,13,0
18,0,0,19,0,4,0,42,5,9,4,2,0,0,20,18,0,0,34,5,1,2,0,34,35,10,3,1,12,9,37,3,4,0,6,0,4,1,0,0,0,29,0
3,0,0,7,0,0,0,46,2,3,2,0,7,0,15,14,1,0,10,2,0,2,0,23,29,7,0,0,6,2,8,0,2,0,7,0,0,0,0,0,0,16,1
0,0,0,2,0,0,0,9,1,1,0,0,0,0,5,6,0,0,0,3,0,0,0,4,3,0,0,1,3,0,1,0,1,0,1,0,0,0,0,0,0,2,1
1,1,0,6,0,3,0,19,1,2,2,0,2,0,9,7,2,1,5,2,0,0,0,14,13,2,0,0,5,2,6,0,0,2,1,0,1,3,0,0,0,5,1
9,0,0,6,1,3,0,23,0,2,1,0,3,0,16,5,2,0,7,4,0,0,0,15,17,3,6,0,7,4,5,0,0,0,5,0,0,0,1,0,0,9,0
0,0,0,2,0,0,0,5,2,0,1,0,1,0,7,5,0,0,0,2,0,0,0,5,3,1,0,1,2,0,1,0,0,0,5,0,0,0,0,0,0,2,1
4,0,0,1,0,1,0,20,1,0,1,1,0,0,7,7,1,0,8,5,1,1,0,16,17,3,0,2,6,2,4,0,0,0,11,0,0,4,0,0,0,7,1
2,0,0,5,0,2,0,22,2,2,0,0,1,0,16,11,1,0,9,4,0,0,0,13,17,1,0,0,4,0,8,0,1,0,5,0,0,0,0,0,0,14,0
11,0,0,12,0,1,0,24,10,3,4,0,5,0,7,23,0,0,5,8,2,1,0,13,22,7,1,0,0,2,16,0,1,0,7,4,3,4,1,0,1,13,1
5,0,0,3,0,6,0,41,2,3,3,0,0,1,29,15,1,0,16,11,0,0,0,26,28,3,3,1,15,3,9,0,0,0,6,0,0,2,1,0,0,10,1
21,0,0,12,0,5,0,62,7,6,5,0,4,0,22,23,1,0,38,20,1,4,0,31,36,7,2,6,11,15,26,2,2,0,5,0,6,11,0,0,1,22,1
9,1,0,5,0,4,0,29,2,1,4,1,6,0,17,8,1,1,11,10,1,2,0,33,23,4,0,1,12,0,13,0,0,0,15,0,0,4,0,0,0,16,1
2,0,0,0,0,2,0,13,1,0,1,0,1,0,10,5,0,0,3,2,0,0,0,10,9,0,0,0,1,2,1,0,0,0,3,0,0,1,1,0,0,1,1
6,0,0,6,0,2,0,28,0,3,2,1,2,0,9,7,1,0,10,5,0,0,0,21,23,3,1,1,5,7,7,0,0,0,4,0,0,0,0,0,0,13,0
4,0,0,3,0,2,0,10,0,1,2,0,1,0,9,3,0,0,3,8,0,0,0,5,4,6,0,0,2,3,4,0,0,0,4,0,1,2,0,0,0,2,0
6,0,0,7,0,0,2,25,1,2,5,2,1,0,6,6,0,1,10,5,0,1,0,15,18,6,0,0,2,3,12,1,0,2,1,0,1,0,0,0,1,6,0
11,0,0,7,0,1,0,30,6,4,1,0,2,0,17,9,1,0,18,8,0,0,0,26,35,2,0,2,12,6,13,1,1,0,9,1,0,2,0,0,0,13,0
1,0,0,1,0,0,0,11,0,0,0,0,1,1,5,4,0,0,6,2,0,0,0,9,10,1,0,0,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0
6,0,0,6,0,2,0,33,5,1,1,0,1,1,7,10,0,0,6,6,1,1,0,22,22,5,0,0,1,5,9,0,1,0,1,0,0,2,0,0,0,13,1
7,0,0,16,0,12,0,48,0,6,6,2,0,0,13,22,0,0,41,2,0,6,0,34,29,12,1,0,15,10,32,0,1,0,6,0,2,1,0,0,0,19,0
16,1,0,9,0,6,0,36,14,2,5,1,8,1,15,10,1,0,8,16,0,1,0,29,24,12,0,2,7,8,21,2,3,0,4,1,3,9,0,1,0,19,1
0,1,0,3,0,3,0,10,2,1,1,1,2,1,5,9,0,0,7,2,0,0,0,6,8,3,0,0,1,2,8,0,0,0,3,0,1,2,0,0,0,4,0
1,0,0,2,1,1,1,10,2,0,2,1,1,0,4,7,0,0,4,2,0,0,0,4,6,0,0,1,2,2,3,0,0,2,0,0,1,2,0,0,0,10,1
7,1,0,8,1,1,0,55,0,3,6,0,1,0,24,4,0,0,18,17,0,0,0,24,31,11,0,19,6,7,9,0,0,0,21,0,4,8,0,0,0,10,1
19,1,0,25,0,9,1,90,11,12,8,0,16,0,38,42,4,0,22,27,2,3,0,50,66,16,1,1,20,4,48,0,0,0,25,0,4,3,0,0,0,44,1
4,0,0,14,0,3,0,41,0,2,7,1,0,0,13,28,0,0,23,12,1,4,0,28,28,12,0,0,8,5,21,1,0,0,3,0,1,5,0,0,0,5,1
7,0,0,9,0,6,0,40,4,3,5,0,2,0,17,17,3,0,17,8,0,0,0,26,35,7,0,0,5,5,17,1,0,0,4,0,2,4,0,1,0,8,1
0,0,0,1,0,0,0,6,4,0,0,0,5,0,6,6,0,0,0,3,0,1,0,5,7,1,0,0,3,2,5,1,0,0,6,0,0,1,0,0,0,6,0
11,1,0,14,0,6,0,57,1,4,3,0,1,0,18,13,0,0,32,6,0,2,0,31,37,9,1,3,14,7,25,1,1,0,5,0,3,5,1,0,2,22,0
7,0,0,6,0,3,0,22,2,2,1,0,1,0,12,13,0,0,11,6,0,2,0,11,13,1,1,1,11,4,9,2,1,2,12,0,0,2,0,0,0,8,0
2,1,0,4,0,1,0,14,0,2,0,1,1,0,11,7,0,0,11,3,0,0,0,11,18,3,0,0,6,0,3,0,0,0,7,0,0,3,0,0,1,9,1
1,0,0,4,0,4,0,20,2,2,0,0,1,0,8,9,0,0,8,1,0,0,0,9,11,3,0,0,3,0,8,0,0,0,7,0,2,2,0,0,0,4,1
18,0,0,17,0,9,0,54,1,1,7,1,0,0,24,15,2,0,36,9,0,2,0,33,32,15,4,7,12,9,32,0,1,2,7,0,3,13,0,0,1,34,1
1,0,0,9,0,5,0,16,5,2,3,2,3,0,4,8,0,0,9,11,0,2,0,21,18,7,2,0,4,0,15,0,0,1,0,0,1,5,0,0,0,12,0
3,0,0,5,0,7,0,29,4,2,0,1,3,0,6,16,0,0,12,10,0,0,0,17,19,1,2,0,4,5,8,2,0,0,1,0,2,1,0,0,0,11,0
1,0,0,2,0,3,0,16,1,1,0,0,0,0,3,5,1,0,5,3,1,1,0,13,8,1,0,2,2,1,6,0,0,0,7,0,1,3,0,0,0,2,1
1,1,0,5,1,2,0,21,5,2,0,0,4,0,9,6,2,0,2,8,0,0,0,14,18,5,0,0,7,4,6,2,0,0,6,0,1,0,0,0,0,6,0
10,3,0,16,0,7,0,77,5,6,2,1,2,0,22,24,0,0,40,12,2,3,0,47,54,9,0,1,11,4,35,1,1,1,12,0,3,6,0,0,2,19,1
5,0,0,1,0,2,0,12,1,0,1,0,0,0,10,4,0,0,8,1,0,0,0,9,10,3,0,0,5,0,4,0,0,0,4,0,0,0,0,0,0,5,0
2,0,0,4,0,0,0,9,3,3,1,0,2,0,6,4,0,0,0,2,0,0,0,7,7,1,0,0,4,0,6,0,0,0,4,0,0,1,0,0,0,7,0
6,1,0,4,0,4,0,16,3,1,4,0,1,0,11,9,0,0,7,2,0,1,0,13,11,3,0,0,2,1,10,0,1,0,7,0,2,2,1,0,1,9,0
9,0,0,15,0,14,0,76,1,6,7,0,1,1,41,25,3,0,40,16,0,4,0,54,44,11,1,0,14,10,31,3,2,0,15,0,3,2,0,0,3,27,0
8,2,0,7,1,5,0,38,1,4,3,0,4,0,17,13,3,0,16,10,0,0,0,28,32,7,5,0,9,7,14,2,0,0,14,0,0,0,0,0,3,17,0
9,0,0,3,1,4,0,31,2,2,1,1,3,0,12,9,0,0,12,7,0,2,0,25,24,3,0,0,5,4,9,0,3,0,4,0,0,0,0,0,1,10,0
4,0,0,1,0,1,0,15,0,1,0,2,1,0,6,6,0,0,5,2,0,0,0,4,7,0,0,0,3,0,2,0,1,0,1,0,0,0,0,0,0,7,0
0,0,0,4,0,3,0,13,0,3,2,0,0,0,9,6,0,0,8,0,0,0,0,7,9,1,0,0,7,1,6,0,0,0,0,0,0,0,0,0,0,4,0
6,0,0,5,0,1,0,28,2,2,1,1,2,0,7,10,3,0,13,10,0,1,0,18,22,7,0,0,6,3,9,0,0,0,5,0,2,2,0,0,0,12,0
9,0,0,10,0,2,0,27,2,4,3,0,2,0,14,10,2,0,10,6,0,0,0,16,20,7,0,0,6,4,14,0,1,0,2,0,1,1,2,0,0,8,0
9,0,0,6,0,6,0,21,2,1,3,0,1,0,11,5,1,0,9,5,0,2,0,16,12,7,2,0,6,3,11,0,0,0,5,0,3,3,0,0,0,8,0
9,0,0,6,0,2,0,18,7,0,1,0,3,0,11,6,0,0,1,4,0,1,0,11,16,5,0,0,8,2,6,3,0,0,6,0,0,0,1,0,1,7,0
5,0,0,4,0,3,0,20,0,1,1,0,0,0,12,7,0,0,9,4,0,1,0,10,12,5,0,0,4,1,3,0,0,0,9,0,0,2,0,0,0,8,1
10,0,0,8,0,3,0,29,3,2,1,0,9,0,21,11,0,0,0,13,0,1,0,19,26,6,0,0,9,2,4,0,0,0,5,0,0,1,0,0,2,11,0
3,0,0,4,0,5,0,28,2,0,3,0,1,0,8,9,0,0,15,3,2,0,0,18,10,2,0,1,3,0,15,1,1,0,7,0,3,4,0,0,0,7,1
3,0,0,4,0,2,0,12,2,2,0,0,3,0,12,8,0,0,7,3,0,0,0,8,13,5,0,0,5,1,8,0,0,0,6,0,0,0,0,0,0,13,0
3,0,0,2,0,2,0,7,2,1,1,0,3,0,4,7,0,0,2,1,0,0,0,4,7,1,0,0,0,0,3,0,0,1,8,0,1,0,0,0,0,2,0
2,0,0,5,1,3,0,30,0,1,4,0,0,0,8,8,0,0,19,3,0,1,0,22,20,3,1,2,4,3,23,0,1,0,2,0,2,1,0,0,2,6,1
8,0,0,5,0,1,0,14,1,2,4,0,1,0,12,6,1,0,8,9,0,3,0,14,11,2,0,0,5,2,5,1,1,0,6,0,0,2,0,0,1,8,0
29,0,0,20,3,12,0,51,4,3,8,0,0,0,22,19,2,0,32,8,0,1,0,43,36,15,2,2,13,18,28,3,2,0,10,1,1,0,0,0,0,29,0
